person_id,movie_id
110,1032425
112,120
112,121
112,217
112,421
112,1164
112,1213
112,1259
112,2046
112,2567
112,3172
112,4517
112,4518
112,4922
112,12146
112,20662
112,50456
112,82702
112,86835
112,150689
112,152760
112,160588
112,166428
112,258480
112,284053
112,300693
112,330947
112,365177
112,402900
112,407436
112,463821
112,555604
112,597208
112,646380
112,779782
112,817758
112,1233575
113,118
113,120
113,121
113,682
113,928
113,1894
113,1895
113,2268
113,2668
113,2926
113,3933
113,10150
113,11546
113,12155
113,12180
113,16307
113,23047
113,44826
113,50671
113,60672
113,62213
113,160139
114,22
114,58
114,120
114,121
114,122
114,285
114,652
114,855
114,1495
114,9621
114,12572
114,52451
114,57158
114,65650
114,122917
114,166426
114,291276
114,531876
114,654754
114,980489
114,1227816
114,1239193
116,22
116,58
116,285
116,455
116,508
116,4347
116,4348
116,9477
116,9667
116,12783
116,42188
116,48838
116,96724
116,137094
116,166426
116,198277
116,205596
116,244264
116,253412
116,345920
116,426543
116,433502
116,567965
118,12
118,22
118,285
118,612
118,1360
118,1865
118,1934
118,4517
118,4518
118,10876
118,11377
118,11775
118,41216
118,44912
118,45269
118,46528
118,152742
118,166426
118,203833
118,205584
118,211672
118,1212742
130,11
130,279
130,1891
130,1892
130,1893
130,36819
131,25
131,141
131,142
131,435
131,1406
131,1949
131,7445
131,9543
131,9683
131,13466
131,43347
131,45612
131,77016
131,146233
131,181886
131,242582
131,253412
131,303991
131,307081
131,340666
131,359410
131,387426
131,395992
131,429617
131,440161
131,567748
131,637693
131,763285
131,877269
131,882569
132,25
132,15613
132,55787
133,25
133,226
133,401
133,8665
133,9313
133,9315
133,9913
133,21208
133,37834
133,44912
133,77805
133,160588
133,245698
133,261023
133,333484
133,376866
133,414906
133,425336
133,539649
133,567748
133,1211472
134,25
134,82
134,1538
134,1677
134,4349
134,8489
134,9563
134,10048
134,22803
134,32856
134,41733
134,46195
134,51540
134,68718
134,102382
134,117251
134,172385
134,196867
134,227159
134,324542
134,339403
134,375588
134,508442
134,522212
134,605116
134,634649
134,755566
134,763165
134,912908
134,961651
134,977294
134,993710
138,500
138,680
138,755
138,1991
138,8068
139,24
139,393
139,415
139,680
139,782
139,859
139,2313
139,4474
139,4551
139,4823
139,9320
139,9620
139,14506
139,32657
139,258216
139,295964
139,353576
139,398173
139,414419
139,421792
139,425001
139,846422
139,930094
139,1113583
139,1181107
140,24
140,186
140,1574
140,2112
140,4327
140,8584
140,9471
140,9502
140,12242
140,13179
140,25475
140,44683
140,49444
140,74308
140,75258
140,86130
140,97430
140,140300
140,175112
140,297270
140,384677
140,414419
140,594767
140,598387
140,845781
140,877269
140,1077782
140,1140535
141,24
141,203
141,393
141,1727
141,9760
141,13161
141,13282
141,14854
141,15092
141,37034
141,49292
141,414419
147,24
147,187
147,393
147,411
147,500
147,1541
147,1634
147,2087
147,4257
147,9073
147,9348
147,9366
147,10216
147,10537
147,10990
147,11393
147,12160
147,36669
147,168705
147,273248
147,318839
147,323966
147,349111
147,414419
147,995803
150,4982
150,31867
150,41733
150,43539
150,72559
150,97430
150,110552
150,254473
150,321494
150,333385
150,438148
150,447362
150,535581
150,615457
150,1007734
155,25
155,846
155,9615
155,12498
155,13416
155,22894
155,109410
155,168259
164,433627
169,612
176,27
176,9763
176,426563
177,27
190,33
190,70
190,391
190,429
190,688
190,938
190,984
190,4929
190,5551
190,6723
190,8348
190,8879
190,9386
190,9559
190,10015
190,10648
190,10649
190,10650
190,10651
190,10724
190,10734
190,10747
190,11046
190,11589
190,11901
190,11916
190,13223
190,14881
190,15417
190,17169
190,17689
190,87825
190,504172
192,33
192,70
192,155
192,186
192,272
192,278
192,310
192,403
192,807
192,1441
192,1947
192,2043
192,2698
192,4614
192,4771
192,5492
192,6171
192,6950
192,7350
192,8367
192,8656
192,8909
192,9437
192,9665
192,10027
192,11560
192,12123
192,22954
192,39514
192,49026
192,75612
192,75656
192,117263
192,137093
192,137106
192,157353
192,214756
192,240832
192,267860
192,271969
192,291805
192,308504
192,353070
192,423204
192,425274
192,426543
192,522931
192,529983
192,703363
192,862552
192,937249
193,33
193,475
193,551
193,592
193,1051
193,1632
193,1924
193,5693
193,5902
193,6073
193,8007
193,8012
193,8536
193,8916
193,8963
193,9428
193,9798
193,10083
193,10393
193,10833
193,11000
193,11329
193,11411
193,12106
193,12160
193,35588
193,37233
193,40140
193,624479
194,33
194,98
194,671
194,672
194,2525
194,9869
194,10911
194,11085
194,11362
194,12707
194,26325
197,894205
198,35
198,249
198,1402
198,10588
198,15969
198,16366
198,16690
198,166424
198,1284004
199,35
199,2639
199,5143
199,9339
199,11005
199,11430
199,1206008
199,1284004
200,35
200,10144
200,21316
204,38
204,597
204,866
204,1440
204,1581
204,4148
204,4584
204,8055
204,10549
204,10876
204,11615
204,11619
204,37108
204,39538
204,76600
204,83533
204,87818
204,130150
204,146198
204,157350
204,262500
204,283227
204,290512
204,298382
204,321697
204,345920
204,429189
204,568467
204,832964
204,1059673
205,38
205,557
205,558
205,559
205,628
205,1443
205,1588
205,1887
205,8844
205,9444
205,9456
205,9587
205,9621
205,10490
205,11551
205,11820
205,11823
205,13092
205,58244
205,62215
205,83770
205,245703
205,381284
205,399019
205,600583
205,929590
205,1242419
206,38
206,310
206,414
206,854
206,1624
206,2123
206,3049
206,3594
206,7552
206,8467
206,8871
206,9273
206,9894
206,10201
206,10651
206,11774
